UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO_ELECCION;MESA;ESTADO_MESA;UBICACION_EN_CEDULA;TIPO_AGRUPACION;CODIGO_AGRUPACION;AGRUPACION_POLITICA;VOTOS_OBTENIDOS;ELECTORES_HABILES;VOTOS_BLANCOS;VOTOS_NULOS;VOTOS_IMPUG
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139856;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;43;268;2;11;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139856;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;72;268;2;11;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139857;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;61;267;2;5;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139857;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;53;267;2;5;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139857;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;111;267;2;5;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139859;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;51;269;3;7;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139859;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;56;269;3;7;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139859;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;105;269;3;7;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139865;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;77;289;3;8;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139865;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;56;289;3;8;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139865;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;93;289;3;8;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139871;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;61;267;0;6;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139871;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;61;267;0;6;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139871;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;94;267;0;6;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139872;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;65;275;2;13;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139872;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;44;275;2;13;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139872;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;92;275;2;13;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139873;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;46;273;1;10;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139873;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;50;273;1;10;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139873;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;98;273;1;10;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139874;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;55;277;2;8;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139874;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;62;277;2;8;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139874;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;96;277;2;8;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139968;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;69;285;0;7;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139968;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;54;285;0;7;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139968;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;90;285;0;7;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139969;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;58;282;3;7;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139969;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;46;282;3;7;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;139969;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;90;282;3;7;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;200607;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;57;287;7;6;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;200607;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;45;287;7;6;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;200607;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;102;287;7;6;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;208654;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;76;285;3;14;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;208654;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;49;285;3;14;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;208654;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;80;285;3;14;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;214240;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;65;281;1;9;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;214240;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;46;281;1;9;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;214240;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;104;281;1;9;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;239802;ACTA ELECTORAL NORMAL;1;NACIONAL;00001366;FUERZA POPULAR;60;266;1;10;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;239802;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;51;266;1;10;0
061004;CAJAMARCA;SAN MIGUEL;LLAPA;MUNICIPAL DISTRITAL;239802;ACTA ELECTORAL NORMAL;3;REGIONAL;00002361;MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL;82;266;1;10;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;139908;ACTA ELECTORAL NORMAL;1;REGIONAL;00001311;MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA;69;279;2;5;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;139908;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;60;279;2;5;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;139908;ACTA ELECTORAL NORMAL;3;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;78;279;2;5;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;202652;ACTA ELECTORAL NORMAL;1;REGIONAL;00001311;MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA;68;278;5;2;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;202652;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;57;278;5;2;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;202652;ACTA ELECTORAL NORMAL;3;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;97;278;5;2;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;212412;ACTA ELECTORAL NORMAL;1;REGIONAL;00001311;MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA;84;276;0;8;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;212412;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;57;276;0;8;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;212412;ACTA ELECTORAL NORMAL;3;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;77;276;0;8;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;225817;ACTA ELECTORAL NORMAL;1;REGIONAL;00001311;MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA;67;279;1;8;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;225817;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;71;279;1;8;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;225817;ACTA ELECTORAL NORMAL;3;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;80;279;1;8;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;291965;ACTA ELECTORAL NORMAL;1;REGIONAL;00001311;MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA;53;281;1;3;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;291965;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;63;281;1;3;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;291965;ACTA ELECTORAL NORMAL;3;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;90;281;1;3;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;900056;ACTA ELECTORAL NORMAL;1;REGIONAL;00001311;MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA;15;218;2;6;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;900056;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;44;218;2;6;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;900056;ACTA ELECTORAL NORMAL;3;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;138;218;2;6;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;900057;ACTA ELECTORAL NORMAL;1;REGIONAL;00001311;MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA;18;217;4;5;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;900057;ACTA ELECTORAL NORMAL;2;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;38;217;4;5;0
061007;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;MUNICIPAL DISTRITAL;900057;ACTA ELECTORAL NORMAL;3;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;132;217;4;5;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;139936;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;72;169;1;2;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;139936;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;83;169;1;2;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;139937;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;80;199;0;10;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;139937;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;89;199;0;10;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;139938;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;66;170;1;1;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;139938;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;91;170;1;1;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;139939;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;69;172;1;1;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;139939;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;90;172;1;1;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;139971;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;67;173;0;4;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;139971;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;83;173;0;4;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;201025;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;98;187;2;3;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;201025;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;67;187;2;3;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;216644;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;83;192;2;5;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;216644;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;84;192;2;5;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;227638;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;91;189;1;1;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;227638;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;74;189;1;1;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;243188;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;67;188;0;5;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;243188;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;86;188;0;5;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;252883;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;76;181;0;3;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;252883;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;80;181;0;3;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;298476;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;61;182;1;7;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;298476;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;82;182;1;7;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;331016;ACTA ELECTORAL NORMAL;1;REGIONAL;00001464;CAJAMARCA SIEMPRE VERDE;125;299;1;6;0
061011;CAJAMARCA;SAN MIGUEL;TONGOD;MUNICIPAL DISTRITAL;331016;ACTA ELECTORAL NORMAL;2;REGIONAL;00001674;MOVIMIENTO DE AFIRMACION SOCIAL;97;299;1;6;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;117654;ACTA ELECTORAL NORMAL;1;REGIONAL;00000226;MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS;93;232;2;6;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;117654;ACTA ELECTORAL NORMAL;2;REGIONAL;00002243;MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU;68;232;2;6;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;117654;ACTA ELECTORAL NORMAL;3;DISTRITAL;00002478;CORDOVA AL PROGRESO DE SUS ANEXOS;1;232;2;6;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;117657;ACTA ELECTORAL NORMAL;1;REGIONAL;00000226;MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS;80;230;4;7;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;117657;ACTA ELECTORAL NORMAL;2;REGIONAL;00002243;MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU;72;230;4;7;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;117657;ACTA ELECTORAL NORMAL;3;DISTRITAL;00002478;CORDOVA AL PROGRESO DE SUS ANEXOS;1;230;4;7;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;117658;ACTA ELECTORAL NORMAL;1;REGIONAL;00000226;MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS;93;260;0;8;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;117658;ACTA ELECTORAL NORMAL;2;REGIONAL;00002243;MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU;92;260;0;8;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;117658;ACTA ELECTORAL NORMAL;3;DISTRITAL;00002478;CORDOVA AL PROGRESO DE SUS ANEXOS;3;260;0;8;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;203571;ACTA ELECTORAL NORMAL;1;REGIONAL;00000226;MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS;118;273;5;3;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;203571;ACTA ELECTORAL NORMAL;2;REGIONAL;00002243;MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU;77;273;5;3;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;203571;ACTA ELECTORAL NORMAL;3;DISTRITAL;00002478;CORDOVA AL PROGRESO DE SUS ANEXOS;0;273;5;3;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;227222;ACTA ELECTORAL NORMAL;1;REGIONAL;00000226;MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS;78;271;2;7;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;227222;ACTA ELECTORAL NORMAL;2;REGIONAL;00002243;MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU;115;271;2;7;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;227222;ACTA ELECTORAL NORMAL;3;DISTRITAL;00002478;CORDOVA AL PROGRESO DE SUS ANEXOS;2;271;2;7;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;297950;ACTA ELECTORAL NORMAL;1;REGIONAL;00000226;MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS;86;234;2;3;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;297950;ACTA ELECTORAL NORMAL;2;REGIONAL;00002243;MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU;77;234;2;3;0
080602;HUANCAVELICA;HUAYTARA;CORDOVA;MUNICIPAL DISTRITAL;297950;ACTA ELECTORAL NORMAL;3;DISTRITAL;00002478;CORDOVA AL PROGRESO DE SUS ANEXOS;2;234;2;3;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112245;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;8;272;4;10;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112245;ACTA ELECTORAL NORMAL;2;NACIONAL;00000004;ACCION POPULAR;64;272;4;10;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112245;ACTA ELECTORAL NORMAL;3;REGIONAL;00000260;MOVIMIENTO POLITICO HECHOS Y NO PALABRAS;80;272;4;10;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112245;ACTA ELECTORAL NORMAL;4;REGIONAL;00002162;MOVIMIENTO INTEGRACION DESCENTRALISTA;44;272;4;10;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112247;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;3;271;6;25;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112247;ACTA ELECTORAL NORMAL;2;NACIONAL;00000004;ACCION POPULAR;78;271;6;25;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112247;ACTA ELECTORAL NORMAL;3;REGIONAL;00000260;MOVIMIENTO POLITICO HECHOS Y NO PALABRAS;55;271;6;25;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112247;ACTA ELECTORAL NORMAL;4;REGIONAL;00002162;MOVIMIENTO INTEGRACION DESCENTRALISTA;31;271;6;25;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112403;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;4;268;7;13;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112403;ACTA ELECTORAL NORMAL;2;NACIONAL;00000004;ACCION POPULAR;70;268;7;13;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112403;ACTA ELECTORAL NORMAL;3;REGIONAL;00000260;MOVIMIENTO POLITICO HECHOS Y NO PALABRAS;62;268;7;13;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;112403;ACTA ELECTORAL NORMAL;4;REGIONAL;00002162;MOVIMIENTO INTEGRACION DESCENTRALISTA;33;268;7;13;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;201620;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;4;270;0;10;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;201620;ACTA ELECTORAL NORMAL;2;NACIONAL;00000004;ACCION POPULAR;89;270;0;10;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;201620;ACTA ELECTORAL NORMAL;3;REGIONAL;00000260;MOVIMIENTO POLITICO HECHOS Y NO PALABRAS;61;270;0;10;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;201620;ACTA ELECTORAL NORMAL;4;REGIONAL;00002162;MOVIMIENTO INTEGRACION DESCENTRALISTA;29;270;0;10;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;215678;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;2;261;0;6;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;215678;ACTA ELECTORAL NORMAL;2;NACIONAL;00000004;ACCION POPULAR;88;261;0;6;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;215678;ACTA ELECTORAL NORMAL;3;REGIONAL;00000260;MOVIMIENTO POLITICO HECHOS Y NO PALABRAS;66;261;0;6;0
090105;HUANUCO;HUANUCO;QUISQUI;MUNICIPAL DISTRITAL;215678;ACTA ELECTORAL NORMAL;4;REGIONAL;00002162;MOVIMIENTO INTEGRACION DESCENTRALISTA;36;261;0;6;0
